Address,Neighborhood,House Type,Price,Bath,Crime Index,Minutes to Loop,Miles to Lake,Age,Lot (sqft),SIZE (sqft),School Index
"5101 W Gunnison St, Chicago IL",Jefferson Park,Multi-Family Home,139500,2,0.44,16,7.11,87,3049,2070,71.4
"5129 W Carmen Ave, Chicago IL",Jefferson Park,Multi-Family Home,350000,3,0,17,7.02,100,5227,4595,71.4
"4976 N Milwaukee Ave #101, Chicago IL",Jefferson Park,Condo,500000,,1.2,23,7.62,.,.,.,71.4
"5425 N Moody Ave, Chicago IL",Jefferson Park,Single-Family Home,231000,1,0.25,18,8.62,54,4356,972,27.3
"4940 N Mulligan Ave, Chicago IL",Jefferson Park,Single-Family Home,163000,1,1.06,19,9.23,64,4792,1188,16.7
"5659 N Austin Ave, Chicago IL",Jefferson Park,Townhome,121000,1,2.08,19,8.2,61,3049,975,27.3
"5536 W Higgins Ave, Chicago IL",Jefferson Park,Condo,267000,,1.87,16,7.8,.,.,.,33.3
"5250 N Marmora Ave, Chicago IL",Jefferson Park,Single-Family Home,295000,1,1.78,17,8.3,55,5663,1536,27.3
"4976 N Milwaukee Ave #202, Chicago IL",Jefferson Park,Condo,161000,,1.2,23,7.62,.,.,.,71.4
"5559 N Austin Ave, Chicago IL",Jefferson Park,Single-Family Home,272500,1,0.92,18,8.26,53,3049,1431,27.3
"5678 W Higgins Ave #3E, Chicago IL",Jefferson Park,Condo,185500,,1.34,17,8.06,.,.,.,33.3
"5300 N Lockwood Ave, Chicago IL",Jefferson Park,Single-Family Home,274000,2,0.59,18,7.05,67,4356,1649,33.3
"5907 N Elston Ave, Chicago IL",Jefferson Park,Single-Family Home,180000,2,1.67,19,7.89,53,3049,1203,33.3
"6030 N Marmora Ave, Chicago IL",Jefferson Park,Single-Family Home,315000,1,0.55,21,7.83,71,3920,1646,33.3
"4962 N Milwaukee Ave #64, Chicago IL",Jefferson Park,Condo,298000,,1.2,16,7.62,.,.,.,71.4
"5321 N Latrobe Ave, Chicago IL",Jefferson Park,Single-Family Home,175000,1,0.2,18,7.06,85,4792,1040,33.3
"5287 N Northwest Hwy, Chicago IL",Jefferson Park,Single-Family Home,200000,1,1.33,17,7.89,86,3920,1224,27.3
"4929 N Mcvicker Ave, Chicago IL",Jefferson Park,Single-Family Home,270000,2,0.95,18,8.7,83,3920,1870,33.3
"4857 N Melvina Ave, Chicago IL",Jefferson Park,Single-Family Home,145000,1,0.84,19,9,83,3485,1056,33.3
"5124 N Monitor Ave, Chicago IL",Jefferson Park,Single-Family Home,269000,1,0,17,8.28,88,3920,1274,33.3
"5815 W Higgins Ave #2F, Chicago IL",Jefferson Park,Condo,126000,,0,17,8.31,25,.,.,33.3
"5628 N Parkside Ave, Chicago IL",Jefferson Park,Multi-Family Home,225000,2,1.67,19,7.65,82,3049,1877,27.3
"5712 W Grover St, Chicago IL",Jefferson Park,Single-Family Home,290000,1,1.34,18,8.1,85,3049,979,33.3
"6058 W Gunnison St, Chicago IL",Jefferson Park,Single-Family Home,230000,1,1.34,18,8.82,53,3485,1426,33.3
"4915 N Mcvicker Ave, Chicago IL",Jefferson Park,Single-Family Home,274000,1,0.95,18,8.71,58,3920,.,33.3
"5472 W Higgins Ave #GB, Chicago IL",Jefferson Park,Condo,80000,,1.87,16,7.65,41,.,.,71.4
"4976 N Milwaukee Ave #503, Chicago IL",Jefferson Park,Condo,137500,,1.2,23,7.62,.,.,.,71.4
"6011 N Mason Ave, Chicago IL",Jefferson Park,Single-Family Home,230000,1,0.74,21,7.91,115,3920,1188,33.3
"5511 W Ardmore Ave, Chicago IL",Jefferson Park,Single-Family Home,345000,1,1.92,19,7.3,53,7841,908,27.3
"5740 N Manton Ave, Chicago IL",Jefferson Park,Single-Family Home,305000,1,1.92,19,7.51,83,5663,1218,27.3
"5416 N Lotus Ave, Chicago IL",Jefferson Park,Single-Family Home,147000,1,1,19,7.44,85,3049,1214,27.3
"6134 W Gunnison St, Chicago IL",Jefferson Park,Condo,152500,,1.34,18,8.97,.,.,.,33.3
"5441 W Gale St, Chicago IL",Jefferson Park,Condo,130000,,1.87,16,7.71,25,.,.,71.4
"5312 N Luna Ave, Chicago IL",Jefferson Park,Multi-Family Home,176000,2,1.53,18,7.67,90,3920,1840,27.3
"5552 N Monitor Ave, Chicago IL",Jefferson Park,Single-Family Home,170000,1,1.67,18,8.07,86,3920,920,27.3
"5310 N Ludlam Ave, Chicago IL",Jefferson Park,Single-Family Home,245000,1,0.2,18,7.4,81,3920,1062,33.3
"5414 N Melvina Ave, Chicago IL",Jefferson Park,Single-Family Home,265000,1,0.33,18,8.74,54,3920,1022,27.3
"4956 N Menard Ave, Chicago IL",Jefferson Park,Single-Family Home,220000,1,0,18,8.3,55,3485,878,33.3
"5331 N Linder Ave, Chicago IL",Jefferson Park,Single-Family Home,214000,2,1.34,19,7.55,84,3920,1104,27.3
"5027 N Meade Ave, Chicago IL",Jefferson Park,Single-Family Home,249000,1,0.54,18,8.73,55,3920,1368,33.3
"4848 N Central Ave #503, Chicago IL",Jefferson Park,Condo,227000,,1.87,16,7.96,17,.,.,33.3
"5224 N Monitor Ave, Chicago IL",Jefferson Park,Single-Family Home,263000,1,0.33,16,8.23,79,3920,1140,33.3
"5036 N Mason Ave, Chicago IL",Jefferson Park,Single-Family Home,229000,1,0.45,18,8.49,52,4792,1365,33.3
"5849 N Central Ave, Chicago IL",Jefferson Park,Single-Family Home,270000,1,2.12,18,7.41,49,8276,1177,27.3
"5439 N Ludlam Ave, Chicago IL",Jefferson Park,Single-Family Home,380000,1,1.2,18,7.19,81,3920,1120,27.3
"5935 W Thorndale Ave, Chicago IL",Jefferson Park,Single-Family Home,237000,1,1.87,20,7.98,88,3485,1320,33.3
"5346 N Lovejoy Ave, Chicago IL",Jefferson Park,Single-Family Home,89062,2,1.33,18,7.76,84,3920,2532,27.3
"5249 N Moody Ave, Chicago IL",Jefferson Park,Single-Family Home,210000,1,0.45,18,8.73,84,4356,952,27.3
"5656 W Gunnison St, Chicago IL",Jefferson Park,Multi-Family Home,282000,2,1.87,17,8.05,84,4356,2016,33.3
"5100 W Carmen Ave, Chicago IL",Jefferson Park,Single-Family Home,295000,1,0,17,6.97,90,3049,1134,71.4
"4950 N Mcvicker Ave, Chicago IL",Jefferson Park,Single-Family Home,390000,1,0.95,18,8.72,55,5663,1050,33.3
"5116 N Menard Ave, Chicago IL",Jefferson Park,Single-Family Home,310000,1,0,16,8.2,88,3920,1022,33.3
"6046 N Marmora Ave, Chicago IL",Jefferson Park,Condo,261000,,0.55,21,7.83,.,.,.,33.3
"5350 N Lotus Ave, Chicago IL",Jefferson Park,Single-Family Home,240000,1,1.2,19,7.46,84,3920,1254,27.3
"5132 N Lotus Ave, Chicago IL",Jefferson Park,Multi-Family Home,215000,2,1.2,17,7.55,83,4356,2184,33.3
"5024 N Austin Ave #3F, Chicago IL",Jefferson Park,Condo,149500,,0.45,17,8.57,36,.,.,33.3
"5543 W Rosedale Ave, Chicago IL",Jefferson Park,Single-Family Home,320000,1,2.12,19,7.34,53,6098,1135,27.3
"5112 N Monitor Ave, Chicago IL",Jefferson Park,Single-Family Home,270000,1,0,17,8.29,89,3920,986,33.3
"5484 W Higgins Ave, Chicago IL",Jefferson Park,Condo,115000,,1.87,16,7.68,42,.,.,71.4
"5530 W Lawrence Ave #1S, Chicago IL",Jefferson Park,Condo,85000,,1.87,16,7.9,31,.,.,52.8
"5534 N Mason Ave, Chicago IL",Jefferson Park,Single-Family Home,240000,2,1.92,18,8.21,86,3920,1340,27.3
"6029 N Austin Ave, Chicago IL",Jefferson Park,Multi-Family Home,335000,2,0.89,20,7.99,83,3920,2958,33.3
"5448 N Melvina Ave, Chicago IL",Jefferson Park,Single-Family Home,250000,1,0.46,18,8.72,69,3920,720,27.3
"5435 N Moody Ave, Chicago IL",Jefferson Park,Single-Family Home,240000,1,0.25,18,8.62,50,4356,1073,27.3
"5214 N Latrobe Ave, Chicago IL",Jefferson Park,Single-Family Home,375000,1,0.2,17,7.17,85,3920,1571,33.3
"4888 N Mason Ave, Chicago IL",Jefferson Park,Single-Family Home,244000,1,0.7,18,8.59,58,3920,1022,33.3
"5418 W Foster Ave, Chicago IL",Jefferson Park,Single-Family Home,240000,1,1.2,17,7.47,87,8276,1136,33.3
"5434 N Moody Ave, Chicago IL",Jefferson Park,Single-Family Home,233000,1,0.25,18,8.64,40,4356,1272,27.3
"5113 N Mango Ave, Chicago IL",Jefferson Park,Multi-Family Home,310000,2,1.27,17,8.09,56,3920,2254,33.3
"5232 N Mobile Ave, Chicago IL",Jefferson Park,Single-Family Home,260000,1,0.65,18,8.96,57,5227,1450,30.6
"5819 W Ainslie St, Chicago IL",Jefferson Park,Single-Family Home,173000,1,0,18,8.32,85,4356,934,33.3
"5549 N Monitor Ave, Chicago IL",Jefferson Park,Multi-Family Home,155000,2,1.67,18,8.04,85,3920,1672,27.3
"4967 N Austin Ave, Chicago IL",Jefferson Park,Single-Family Home,325000,2,0.45,17,8.57,61,4792,1092,33.3
"5530 N Mango Ave, Chicago IL",Jefferson Park,Multi-Family Home,335000,2,1.67,19,7.88,50,3920,2234,27.3
"4885 N Austin Ave, Chicago IL",Jefferson Park,Single-Family Home,302000,1,0.84,17,8.65,67,4792,1134,33.3
"5236 N Ludlam Ave, Chicago IL",Jefferson Park,Single-Family Home,315000,1,0.39,19,7.53,85,3920,1056,33.3
"5417 W Carmen Ave #4, Chicago IL",Jefferson Park,Condo,376000,,1.2,17,7.52,.,.,.,33.3
"2114 E 99th St, Chicago IL",Jeffrey Manor,Townhome,26000,1,2.83,26,2.11,67,4792,956,75
"9541 S Chappel Ave, Chicago IL",Jeffrey Manor,Single-Family Home,145000,1,3.92,26,2.09,52,3920,1080,83.3
"9744 S Torrence Ave, Chicago IL",Jeffrey Manor,Single-Family Home,147000,1,0.83,24,1.22,52,3920,1087,83.3
"3039 E 97th St, Chicago IL",Jeffrey Manor,Multi-Family Home,39500,2,1.95,23,0.46,132,3920,2880,40
"9929 S Exchange Ave, Chicago IL",Jeffrey Manor,Single-Family Home,40000,1,0.7,24,0.78,132,4356,968,40
"9624 S Jeffery Ave, Chicago IL",Jeffrey Manor,Townhome,98000,1,1.33,25,2.23,63,2178,946,83.3
"2216 E 100th St, Chicago IL",Jeffrey Manor,Townhome,20100,1,3.03,26,2.05,61,3049,938,75
"2305 E 97th St, Chicago IL",Jeffrey Manor,Townhome,25500,1,3.63,25,1.73,62,4356,782,75
"2135 E 97th St, Chicago IL",Jeffrey Manor,Townhome,26000,1,3.08,26,2.02,67,3920,960,83.3
"9748 S Luella Ave, Chicago IL",Jeffrey Manor,Townhome,95000,1,3.63,26,1.86,62,4356,1173,75
"9741 S Crandon Ave, Chicago IL",Jeffrey Manor,Townhome,110000,1,3.63,25,1.69,62,4356,782,75
"9828 S Muskegon Ave, Chicago IL",Jeffrey Manor,Single-Family Home,160000,1,1.7,24,0.93,55,4792,984,40
"9923 S Paxton Ave, Chicago IL",Jeffrey Manor,Single-Family Home,27500,2,3.03,26,1.96,63,4792,2372,75
"9911 S Exchange Ave, Chicago IL",Jeffrey Manor,Multi-Family Home,22000,2,0.7,24,0.77,127,3049,2478,40
"9922 S Yates Blvd, Chicago IL",Jeffrey Manor,Townhome,93000,1,3.03,26,1.65,66,3920,931,75
"9909 S Exchange Ave, Chicago IL",Jeffrey Manor,,22000,,0.7,24,0.77,.,.,.,40
"9737 S Marquette Ave, Chicago IL",Jeffrey Manor,Single-Family Home,160000,1,1.83,25,1.06,46,5227,1179,83.3
"2143 E 98th Pl, Chicago IL",Jeffrey Manor,Townhome,25000,1,2.83,27,2.16,67,6534,956,75
"9516 S Muskegon Ave, Chicago IL",Jeffrey Manor,Single-Family Home,44000,2,2.87,23,0.77,122,3485,724,16.7
"2853 E 96th St, Chicago IL",Jeffrey Manor,Single-Family Home,100000,2,1.7,24,0.77,86,3920,1184,16.7
"9604 S Euclid Ave, Chicago IL",Jeffrey Manor,Townhome,42000,1,1.17,26,2.3,62,2614,946,83.3
"2524 E 98th St, Chicago IL",Jeffrey Manor,Single-Family Home,24500,1,3.63,26,1.47,65,6534,965,83.3
"2114 E 96th St, Chicago IL",Jeffrey Manor,Single-Family Home,95000,1,4.67,25,2.06,47,4356,1353,83.3
"9712 S Torrence Ave, Chicago IL",Jeffrey Manor,Single-Family Home,147000,1,1.63,24,1.2,49,3920,1104,83.3
"9935 S Clyde Ave, Chicago IL",Jeffrey Manor,Single-Family Home,135500,1,2.7,26,2.13,61,5227,797,75
"2453 E 99th St, Chicago IL",Jeffrey Manor,Single-Family Home,32500,1,3.03,26,1.6,63,4356,1168,75
"2709 E 96th St, Chicago IL",Jeffrey Manor,Single-Family Home,150000,1,1.7,24,0.97,45,5227,1104,16.7
"9804 S Hoxie Ave, Chicago IL",Jeffrey Manor,Townhome,25000,1,2.88,25,1.33,66,3920,938,83.3
"9618 S Escanaba Ave, Chicago IL",Jeffrey Manor,Multi-Family Home,85000,2,1.7,24,0.73,112,3485,1908,16.7
"9716 S Manistee Ave, Chicago IL",Jeffrey Manor,Single-Family Home,130000,1,1.7,25,0.97,45,5227,1352,83.3
"5018 S Woodlawn Ave #2S, Chicago IL",Kenwood,Condo,228000,,4.21,13,1.17,89,.,.,47.6
"4438 S Berkeley Ave, Chicago IL",Kenwood,Multi-Family Home,156000,2,8.2,14,1.11,117,1742,1900,69.4
"4800 S Ellis Ave, Chicago IL",Kenwood,Single-Family Home,2000000,6,4.33,13,1.39,107,.,6112,38.9
"4800 S Chicago Beach Dr, Chicago IL",Kenwood,Condo,60000,,.,12,0.35,48,.,.,45.2
"4926 S Drexel Blvd, Chicago IL",Kenwood,,260000,,4.53,15,1.64,.,.,.,38.9
"1640 E 50th St #22C, Chicago IL",Kenwood,Condo,75000,,2.23,13,0.4,81,.,.,45.2
"1126 E 49th St, Chicago IL",Kenwood,Single-Family Home,1880000,3,4.33,13,1.2,.,9583,4275,47.6
"1134 E 49th St, Chicago IL",Kenwood,Single-Family Home,1880000,,4.33,13,1.19,.,.,.,47.6
"4800 S Chicago Beach Dr #2303N, Chicago IL",Kenwood,Condo,120000,,.,12,0.35,48,.,.,45.2
"4826 S Greenwood Ave, Chicago IL",Kenwood,Single-Family Home,415000,3,4.33,13,1.23,117,10019,2863,36.2
"4800 S Lake Shore Dr, Chicago IL",Kenwood,Condo,65000,,1.73,14,0.34,48,.,.,45.2
"4935 S Greenwood Ave, Chicago IL",Kenwood,Single-Family Home,425000,1,4.54,14,1.27,123,4356,2200,47.6
"4940 S East End Ave #12B, Chicago IL",Kenwood,Condo,141000,,2.23,13,0.37,81,.,.,45.2
"4800 S Chicago Beach Dr #2611N, Chicago IL",Kenwood,Condo,113000,,.,12,0.35,48,.,.,45.2
"4552 S Woodlawn Ave, Chicago IL",Kenwood,Condo,170000,,7.03,13,0.91,.,.,.,36.2
"4520 S Woodlawn Ave, Chicago IL",Kenwood,Condo,218000,,7.03,13,0.9,.,.,.,36.2
"4507 S Lake Park Ave #2S, Chicago IL",Kenwood,Condo,180000,,6.7,13,0.8,.,.,.,36.2
"4947 S Kimbark Ave, Chicago IL",Kenwood,Single-Family Home,1850000,3,4.41,13,0.99,93,.,5122,47.6
"834 E 44th St, Chicago IL",Kenwood,Multi-Family Home,375000,3,4.2,13,1.44,.,3920,3154,69.4
"5018 S Woodlawn Ave #3S, Chicago IL",Kenwood,Condo,125000,,4.21,13,1.17,89,.,.,47.6
"4610 S Drexel Blvd #3E, Chicago IL",Kenwood,Condo,210000,,6.03,13,1.47,.,.,.,6.1
"4646 S Ellis Ave, Chicago IL",Kenwood,Townhome,225000,3,6.03,13,1.3,.,3049,1846,36.2
"1640 E 50th St #12B, Chicago IL",Kenwood,Condo,82500,,2.23,13,0.4,81,.,.,45.2
"1122 E 44th St, Chicago IL",Kenwood,Multi-Family Home,175000,2,8.2,14,0.96,122,2614,1800,40
"4800 S Chicago Beach Dr #2007S, Chicago IL",Kenwood,Condo,139000,,.,12,0.35,48,.,.,45.2
"4938 S Drexel Blvd #108, Chicago IL",Kenwood,Condo,115000,,4.53,15,1.64,.,.,.,38.9
"1251 E 46th St, Chicago IL",Kenwood,Multi-Family Home,106500,3,5.9,12,0.85,119,2178,3082,36.2
"5040 S Blackstone Ave, Chicago IL",Kenwood,Multi-Family Home,258000,3,1.74,13,0.75,122,4792,3720,48.1
"1623 E Hyde Park Blvd #3, Chicago IL",Kenwood,Condo,264000,,2.23,13,0.45,112,.,.,59.5
"4545 S Oakenwald Ave, Chicago IL",Kenwood,Single-Family Home,175000,2,6.87,12,0.7,123,3049,3624,36.2
"926 E Hyde Park Blvd #3, Chicago IL",Kenwood,Condo,200000,,0.78,14,1.63,.,.,.,38.9
"926 E Hyde Park Blvd #P8, Chicago IL",Kenwood,Condo,200000,,0.78,14,1.63,.,.,.,38.9
"4800 S Chicago Beach Dr #2607N, Chicago IL",Kenwood,Condo,200000,,.,12,0.35,48,.,.,45.2
"4363 S Greenwood Ave, Chicago IL",Kenwood,Condo,114000,,8.2,13,0.99,117,.,.,40
"4800 S Chicago Beach Dr #715N, Chicago IL",Kenwood,Condo,27500,,.,12,0.35,48,.,.,45.2
"4326 S Greenwood Ave #2, Chicago IL",Kenwood,Condo,249500,,8.2,13,0.97,.,.,.,40
"926 E Hyde Park Blvd #1, Chicago IL",Kenwood,Condo,205500,,0.78,14,1.63,.,.,.,38.9
"926 E Hyde Park Blvd #P3, Chicago IL",Kenwood,Condo,205500,,0.78,14,1.63,.,.,.,38.9
"4310 S Greenwood Ave, Chicago IL",Kenwood,Condo,176000,,8.2,13,0.96,.,.,.,40
"926 E Hyde Park Blvd #P9, Chicago IL",Kenwood,Condo,235000,,0.78,14,1.63,.,.,.,38.9
"4545 S Drexel Blvd #1D, Chicago IL",Kenwood,Condo,150000,,7.03,14,1.4,.,.,.,6.1
"4734 S Drexel Blvd #4N, Chicago IL",Kenwood,Condo,211500,,4.53,14,1.54,.,.,.,36.2
"4537 S Drexel Blvd #30, Chicago IL",Kenwood,Condo,240000,,7.03,14,1.4,.,.,.,6.1
"4537 S Drexel Blvd #PH5, Chicago IL",Kenwood,Condo,240000,,7.03,14,1.4,.,.,.,6.1
"820 E 48th St, Chicago IL",Kenwood,Townhome,300000,2,0.69,14,1.67,118,2178,1944,33.3
"5101 S Ingleside Ave #1, Chicago IL",Kenwood,Condo,123000,,1.78,14,1.62,102,.,.,38.9
"4340 S Berkeley Ave, Chicago IL",Kenwood,Multi-Family Home,167000,5,8.2,13,1.06,122,3049,3708,69.4
"4536 S Oakenwald Ave, Chicago IL",Kenwood,Townhome,22000,2,6.87,12,0.73,119,2178,2060,36.2
"4401 S Lake Park Ave #2, Chicago IL",Kenwood,,188500,,7.2,13,0.85,.,.,.,40
"4403 S Lake Park Ave, Chicago IL",Kenwood,,188500,,7.2,13,0.85,.,.,.,40
"4808 S Dorchester Ave #1N, Chicago IL",Kenwood,Condo,150000,,4.4,13,0.72,96,.,.,28.6
"4907 S Greenwood Ave, Chicago IL",Kenwood,Single-Family Home,1185000,3,4.54,14,1.25,109,6970,3328,47.6
"4610 S Drexel Blvd #2W, Chicago IL",Kenwood,Condo,170000,,6.03,13,1.47,.,.,.,6.1
"1617 E Hyde Park Blvd, Chicago IL",Kenwood,Condo,190000,,2.23,13,0.46,112,.,.,59.5
"3721 N Wilton Ave #2, Chicago IL",Lakeview,Condo,465000,,2.4,14,0.61,.,.,.,75
"3714 N Sheffield Ave #401, Chicago IL",Lakeview,Condo,197500,,2.4,14,0.72,83,.,.,75
"3741 N Wilton Ave #2, Chicago IL",Lakeview,Condo,342000,,2.4,14,0.6,92,.,.,75
"3633 N Wilton Ave #2, Chicago IL",Lakeview,Condo,444000,,2.4,14,0.66,.,.,.,75
"1130 W Cornelia Ave #UTA, Chicago IL",Lakeview,Condo,275000,,5.12,14,1.05,61,.,.,21.2
"3743 N Wilton Ave, Chicago IL",Lakeview,Condo,355000,,2.4,14,0.6,.,.,.,75
"3736 N Clifton Ave #2, Chicago IL",Lakeview,Condo,350000,,2.7,14,0.93,.,.,.,40
"3736 N Clifton Ave #3, Chicago IL",Lakeview,Condo,350000,,2.7,14,0.93,.,.,.,40
"3721 N Sheffield Ave #C1, Chicago IL",Lakeview,Condo,322500,,2.4,14,0.69,.,.,.,75
"3619 N Wilton Ave #21, Chicago IL",Lakeview,Condo,295000,,2.4,14,0.66,.,.,.,75
"3748 N Kenmore Ave, Chicago IL",Lakeview,Multi-Family Home,835000,3,2.4,15,0.79,114,3049,3420,75
"3618 N Fremont St #2, Chicago IL",Lakeview,Condo,421000,,2.85,13,0.6,31,.,.,75
"3614 N Fremont St #2, Chicago IL",Lakeview,Condo,367000,,2.85,13,0.6,117,.,.,75
"3759 N Clifton Ave #1, Chicago IL",Lakeview,Condo,480000,,2.7,14,0.89,14,.,2200,75
"1131 W Grace St #2, Chicago IL",Lakeview,Condo,427500,,2.7,14,0.92,.,.,.,40
"3537 N Wilton Ave #2, Chicago IL",Lakeview,Condo,455000,,5.32,13,0.71,.,.,.,75
"1130 W Cornelia Ave #M, Chicago IL",Lakeview,Condo,340000,,5.12,14,1.05,61,.,.,21.2
"2020 N Lincoln Park W, Chicago IL",Lincoln Park,Condo,277500,,1.45,9,0.38,36,.,.,27.3
"1920 N Hudson Ave #1, Chicago IL",Lincoln Park,Condo,3395000,,1.7,10,0.71,114,.,.,75
"1920 N Hudson Ave #2, Chicago IL",Lincoln Park,Condo,3395000,,1.7,10,0.71,114,.,.,75
"1920 N Hudson Ave #3, Chicago IL",Lincoln Park,Condo,3395000,,1.7,10,0.71,114,.,.,75
"1920 N Howe St #2C, Chicago IL",Lincoln Park,Condo,540000,,4.9,11,1.07,129,.,.,27.8
"447 W Fullerton Pkwy #2, Chicago IL",Lincoln Park,Condo,382000,,1.25,8,0.5,.,.,.,55.6
"1636 N Wells St #1514, Chicago IL",Lincoln Park,Condo,130000,,3.87,8,0.5,36,.,.,75
"625 W Wrightwood Ave #207, Chicago IL",Lincoln Park,Condo,130000,,3.02,9,0.6,.,.,.,33.3
"564 W Arlington Pl, Chicago IL",Lincoln Park,Townhome,1160000,2,3.58,9,0.61,119,1742,2229,33.3
"1842 N Burling St, Chicago IL",Lincoln Park,Single-Family Home,1050000,2,4.45,10,1.27,124,3049,2313,27.8
"1636 N Wells St #1005, Chicago IL",Lincoln Park,Condo,249000,,3.87,8,0.5,36,.,.,75
"1907 N Cleveland Ave #D, Chicago IL",Lincoln Park,Condo,545000,,1.7,10,0.78,129,.,.,55.6
"2740 N Pine Grove Ave #16F, Chicago IL",Lincoln Park,Condo,272500,,3.07,10,0.32,36,.,.,85.7
"1606 N Larrabee St, Chicago IL",Lincoln Park,Townhome,519000,2,5.87,9,1.13,25,2178,1484,27.8
"628 W Schubert Ave #1F, Chicago IL",Lincoln Park,Condo,315500,,3.6,10,0.61,117,.,.,85.7
"1960 N Lincoln Park W #1606, Chicago IL",Lincoln Park,Condo,217500,,1.2,9,0.46,38,.,.,75
"1749 N Wells St #2001, Chicago IL",Lincoln Park,Condo,230000,,2.87,8,0.44,36,.,.,75
"1847 N Cleveland Ave #49, Chicago IL",Lincoln Park,Condo,528000,,3.7,10,0.82,.,.,.,75
"1749 N Wells St #613, Chicago IL",Lincoln Park,Condo,334000,,2.87,8,0.44,36,.,.,75
"2625 N Clark St #601, Chicago IL",Lincoln Park,Condo,140000,,3.57,9,0.54,.,.,.,85.7
"2625 N Clark St #90, Chicago IL",Lincoln Park,Condo,140000,,3.57,9,0.54,.,.,.,85.7
"2626 N Clark St #1208, Chicago IL",Lincoln Park,Condo,161000,,3.57,9,0.56,.,.,.,85.7
"2625 N Clark St #57, Chicago IL",Lincoln Park,Condo,161000,,3.57,9,0.54,.,.,.,85.7
"2000 N Lincoln Park W #1507, Chicago IL",Lincoln Park,Condo,111500,,1.45,9,0.38,.,.,.,27.3
"2400 N Lakeview Ave #7, Chicago IL",Lincoln Park,Condo,215000,,2,8,0.38,44,.,.,27.3
"2625 N Clark St #18, Chicago IL",Lincoln Park,Condo,140000,,3.57,9,0.54,.,.,.,85.7
"2625 N Clark St #1001, Chicago IL",Lincoln Park,Condo,140000,,3.57,9,0.54,.,.,.,85.7
"2400 N Lakeview Ave #1101, Chicago IL",Lincoln Park,Condo,149000,,2,8,0.38,44,.,.,27.3
"546 W Fullerton Pkwy, Chicago IL",Lincoln Park,Multi-Family Home,2012500,3,1.5,8,0.65,119,4356,3760,55.6
"1855 N Halsted St #6, Chicago IL",Lincoln Park,Condo,129000,,4.7,9,1.33,.,.,.,27.8
"2140 N Lincoln Ave #5107, Chicago IL",Lincoln Park,Condo,300000,,2.2,10,0.76,.,.,.,27.3
"1960 N Lincoln Park W, Chicago IL",Lincoln Park,Condo,235000,,1.2,9,0.46,38,.,.,75
"2050 N Burling St, Chicago IL",Lincoln Park,Condo,505000,,2.5,10,1.14,.,.,.,33.3
"2712 N Lehmann Ct, Chicago IL",Lincoln Park,Condo,450000,,3.65,10,0.5,.,.,.,85.7
"2050 N Burling St #2, Chicago IL",Lincoln Park,Condo,505000,,2.5,10,1.14,.,.,.,33.3
"2727 N Hampden Ct, Chicago IL",Lincoln Park,Single-Family Home,975000,3,4.4,10,0.38,104,2178,2512,85.7
"345 W Fullerton Pkwy #2503, Chicago IL",Lincoln Park,Condo,341500,,1.25,7,0.33,36,.,.,27.3
"2121 N Lincoln Ave, Chicago IL",Lincoln Park,Townhome,388000,1,2.2,10,0.72,36,1307,1092,27.3
"2036 N Cleveland Ave, Chicago IL",Lincoln Park,Multi-Family Home,2050000,6,2.45,10,0.74,119,3049,5237,55.6
"1749 N Wells St #627, Chicago IL",Lincoln Park,Condo,146000,,2.87,8,0.44,36,.,.,75
"615 W Deming Pl #302, Chicago IL",Lincoln Park,Condo,665000,,3.52,10,0.7,.,.,.,33.3
"2032 N Cleveland Ave, Chicago IL",Lincoln Park,Single-Family Home,600000,1,2.45,10,0.74,107,1307,907,55.6
"1960 N Lincoln Park W #509, Chicago IL",Lincoln Park,Condo,215000,,1.2,9,0.46,38,.,.,75
"2050 N Larrabee St, Chicago IL",Lincoln Park,Townhome,310000,1,3.2,10,0.91,36,1307,938,55.6
"1636 N Wells St #2509, Chicago IL",Lincoln Park,Condo,250000,,3.87,8,0.5,36,.,.,75
"1749 N Wells St #1903, Chicago IL",Lincoln Park,Condo,242500,,2.87,8,0.44,36,.,.,75
"1660 N La Salle Dr #805, Chicago IL",Lincoln Park,Condo,260000,,5.87,,0.39,36,.,.,75
"2500 N Lakeview Ave, Chicago IL",Lincoln Park,Condo,350000,,2.2,8,0.32,36,.,.,55.6
"1749 N Wells St #2203, Chicago IL",Lincoln Park,Condo,120000,,2.87,8,0.44,36,.,.,75
"2728 N Hampden Ct, Chicago IL",Lincoln Park,Condo,190000,,4.4,10,0.41,40,.,.,85.7
"235 W Eugenie St, Chicago IL",Lincoln Park,Condo,352500,,2.87,9,0.56,44,.,.,75
"424 W Armitage Ave #C-128, Chicago IL",Lincoln Park,Condo,537500,,1.45,9,0.62,.,.,.,27.3
"2739 N Pine Grove Ave, Chicago IL",Lincoln Park,Townhome,1175500,3,3.07,10,0.3,115,2614,3137,85.7
"434 W Webster Ave, Chicago IL",Lincoln Park,Multi-Family Home,1725000,4,1.95,10,0.57,129,2614,4080,27.3
"1616 N Larrabee St, Chicago IL",Lincoln Park,Townhome,500000,2,5.87,9,1.12,25,2178,1502,27.8
"2625 N Clark St #1902, Chicago IL",Lincoln Park,Condo,90000,,3.57,9,0.54,.,.,.,85.7
"2625 N Clark St #2004, Chicago IL",Lincoln Park,Condo,90000,,3.57,9,0.54,.,.,.,85.7
